room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
5806230,14836476,Private room,,Beacon Hill,41,5.0,1,1.0,118.0,1.0,42.359684,-71.067265,2016-05-18 21:29:58.641918
7491183,16274741,Private room,,Brighton,33,5.0,2,1.0,70.0,1.0,42.339345,-71.145765,2016-05-18 21:29:37.811443
3359282,343563,Private room,,Dorchester,29,4.5,2,1.0,90.0,3.0,42.313091,-71.054354,2016-05-18 21:29:02.798927
6017574,31235595,Entire home/apt,,Back Bay,8,5.0,4,2.0,425.0,12.0,42.350477,-71.085779,2016-05-18 21:28:39.973542
530983,71783,Entire home/apt,,Dorchester,14,4.5,9,4.0,175.0,,42.314185,-71.060007,2016-05-18 21:28:26.525511
10469962,51673899,Entire home/apt,,Beacon Hill,2,,6,2.0,299.0,2.0,42.356108,-71.073446,2016-05-18 21:28:20.059385
7650016,24032418,Entire home/apt,,Fenway,7,4.5,2,0.0,120.0,2.0,42.341841,-71.10138,2016-05-18 21:28:17.088903
11498523,25938928,Entire home/apt,,East Boston,11,4.0,2,1.0,60.0,2.0,42.366637,-71.038843,2016-05-18 21:27:38.293061
8340072,43959997,Entire home/apt,,Beacon Hill,10,4.5,4,1.0,225.0,2.0,42.356823,-71.06251,2016-05-18 21:27:27.492064
10829447,49493438,Private room,,Brighton,0,,2,1.0,53.0,7.0,42.361442,-71.146763,2016-05-18 21:26:16.749787
6344696,20567907,Private room,,East Boston,6,4.5,2,1.0,150.0,1.0,42.365825,-71.030457,2016-05-18 21:25:40.733712
1248870,508268,Entire home/apt,,Downtown,14,5.0,4,1.0,249.0,,42.365905,-71.060893,2016-05-18 21:25:18.232435
333808,1698147,Private room,,Roxbury,40,4.5,2,1.0,68.0,2.0,42.307355,-71.099825,2016-05-18 21:24:32.425241
9508099,1444340,Private room,,South Boston,2,,2,1.0,124.0,2.0,42.341527,-71.057152,2016-05-18 21:24:10.874190
2963419,15123694,Private room,,Jamaica Plain,20,5.0,1,1.0,100.0,4.0,42.318039,-71.116874,2016-05-18 21:22:52.267846
3240187,8011471,Private room,,Roxbury,62,5.0,2,1.0,89.0,1.0,42.327198,-71.090814,2016-05-18 20:36:27.794696
824244,4335656,Private room,,South End,0,,4,1.0,95.0,5.0,42.346758,-71.074167,2016-05-18 20:36:21.713951
3730447,9329890,Entire home/apt,,Jamaica Plain,24,4.5,4,2.0,200.0,2.0,42.297405,-71.113914,2016-05-18 20:36:05.568123
496022,1956464,Private room,,Jamaica Plain,13,5.0,2,1.0,89.0,2.0,42.3092,-71.118365,2016-05-18 20:35:03.660277
5166870,1487352,Entire home/apt,,Jamaica Plain,19,4.5,4,2.0,153.0,2.0,42.305034,-71.103331,2016-05-18 20:34:26.610812
8552338,17892292,Private room,,Allston,1,,2,1.0,50.0,4.0,42.360225,-71.133558,2016-05-18 20:33:56.708294
9591772,29925050,Entire home/apt,,Jamaica Plain,1,,4,2.0,110.0,7.0,42.32002,-71.104598,2016-05-18 20:33:52.518002
9273,4804,Entire home/apt,,East Boston,11,5.0,4,2.0,225.0,3.0,42.364608,-71.029021,2016-05-18 20:33:19.974743
1421610,7652728,Entire home/apt,,Charlestown,6,5.0,4,2.0,320.0,2.0,42.376181,-71.059878,2016-05-18 20:33:01.824401
6939162,16379445,Entire home/apt,,Jamaica Plain,12,5.0,4,1.0,130.0,1.0,42.313033,-71.112024,2016-05-18 20:32:44.986276
9132081,47565180,Entire home/apt,,Charlestown,0,,6,2.0,158.0,2.0,42.377009,-71.065735,2016-05-18 20:32:27.913035
9906565,6807512,Entire home/apt,,Jamaica Plain,0,,7,3.0,225.0,2.0,42.310976,-71.104162,2016-05-18 20:32:10.807649
594693,2139546,Private room,,Jamaica Plain,15,5.0,2,1.0,60.0,2.0,42.307975,-71.116221,2016-05-18 20:31:36.111234
12620315,33370301,Private room,,Allston,0,,2,1.0,65.0,2.0,42.35358,-71.127869,2016-05-18 20:30:52.213116
1214214,2021429,Entire home/apt,,South End,1,,3,2.0,450.0,,42.342936,-71.073453,2016-05-18 20:30:40.204278
11201204,39051883,Entire home/apt,,Back Bay,2,,2,0.0,105.0,,42.351767,-71.087654,2016-05-18 20:30:34.290742
6000531,1446735,Entire home/apt,,Charlestown,1,,4,1.0,250.0,,42.374157,-71.062025,2016-05-18 20:30:24.175451
3615760,17000652,Entire home/apt,,East Boston,61,4.5,2,1.0,110.0,1.0,42.367356,-71.0392,2016-05-18 20:28:02.964935
3667348,18600144,Private room,,East Boston,9,5.0,2,1.0,147.0,2.0,42.388176,-71.005123,2016-05-18 20:25:11.246735
10769470,21920451,Entire home/apt,,South End,4,5.0,2,1.0,190.0,4.0,42.335216,-71.074109,2016-05-18 20:25:07.976023
8988506,6103953,Entire home/apt,,South End,40,5.0,6,2.0,200.0,,42.34443,-71.062516,2016-05-18 20:24:17.424961
8097903,25188,Entire home/apt,,Downtown,1,,4,2.0,329.0,4.0,42.366268,-71.058977,2016-05-18 20:23:03.814389
10611598,41328752,Entire home/apt,,Beacon Hill,0,,2,1.0,200.0,1.0,42.360035,-71.070595,2016-05-18 20:22:36.392757
10751500,49104276,Entire home/apt,,Back Bay,4,5.0,4,1.0,247.0,2.0,42.34498,-71.08535,2016-05-18 20:22:26.421446
225834,1176995,Private room,,Roslindale,38,5.0,2,1.0,70.0,1.0,42.280528,-71.130843,2016-05-18 20:21:59.754995
4523594,9419684,Entire home/apt,,Mission Hill,0,,3,1.0,215.0,3.0,42.333165,-71.101325,2016-05-18 20:21:34.901152
23619,93112,Entire home/apt,,Beacon Hill,111,4.5,2,,150.0,4.0,42.35846,-71.06327,2016-05-18 20:20:55.564759
3463914,17452489,Entire home/apt,,Back Bay,21,4.5,4,1.0,248.0,2.0,42.35049,-71.088257,2016-05-18 20:20:42.385760
5270703,27281334,Private room,,West Roxbury,0,,2,1.0,160.0,1.0,42.263443,-71.148642,2016-05-18 20:20:30.516301
9383459,48679868,Private room,,Dorchester,24,5.0,3,1.0,30.0,2.0,42.314865,-71.06566,2016-05-18 20:20:10.569282
29155,25188,Entire home/apt,,Beacon Hill,28,4.5,6,3.0,440.0,3.0,42.356142,-71.074242,2016-05-18 20:20:06.273649
9240102,39816740,Entire home/apt,,Fenway,9,5.0,4,1.0,90.0,2.0,42.342751,-71.091154,2016-05-18 20:19:58.217266
7582651,39761134,Entire home/apt,,North End,3,5.0,4,2.0,220.0,2.0,42.36493,-71.056451,2016-05-18 20:19:44.673450
11758169,62572217,Entire home/apt,,South Boston,7,4.5,8,2.0,275.0,,42.338704,-71.053091,2016-05-18 20:19:42.406989
7522296,38701026,Private room,,Dorchester,7,5.0,3,1.0,55.0,,42.287936,-71.089536,2016-05-18 20:19:22.744562
5445126,28243100,Entire home/apt,,Beacon Hill,5,5.0,2,1.0,175.0,1.0,42.35692,-71.070565,2016-05-18 20:19:01.039150
10116095,1229092,Private room,,Roslindale,0,,2,1.0,65.0,1.0,42.289603,-71.133367,2016-05-18 20:18:51.165207
5991427,25806655,Private room,,Dorchester,13,3.5,2,1.0,65.0,1.0,42.292951,-71.073173,2016-05-18 20:18:11.940394
9047230,14890516,Entire home/apt,,Downtown,23,5.0,3,1.0,189.0,1.0,42.359528,-71.053197,2016-05-18 20:17:27.009172
7804358,23676983,Entire home/apt,,Back Bay,9,5.0,2,1.0,225.0,2.0,42.351322,-71.082591,2016-05-18 20:16:59.063228
9570618,49546656,Private room,,Allston,13,5.0,3,1.0,140.0,1.0,42.359302,-71.134086,2016-05-18 20:16:23.920342
4085362,3164508,Private room,,Roslindale,14,5.0,2,1.0,75.0,1.0,42.281749,-71.140318,2016-05-18 20:16:03.748630
8224214,29066313,Entire home/apt,,Brighton,10,4.5,5,3.0,193.0,1.0,42.340571,-71.151305,2016-05-18 20:15:56.834795
4377247,22726574,Entire home/apt,,Back Bay,31,5.0,3,1.0,299.0,2.0,42.354685,-71.081544,2016-05-18 20:15:50.013478
1179872,6455015,Private room,,Jamaica Plain,52,5.0,2,1.0,70.0,1.0,42.300757,-71.108633,2016-05-18 20:15:41.055824
6843795,23249169,Entire home/apt,,Fenway,17,5.0,2,1.0,185.0,2.0,42.343341,-71.095589,2016-05-18 20:15:07.259499
6390634,2810446,Private room,,Jamaica Plain,29,5.0,2,1.0,84.0,2.0,42.299588,-71.11178,2016-05-18 20:14:33.778085
11041684,51673899,Entire home/apt,,South End,1,,2,0.0,129.0,2.0,42.343852,-71.079253,2016-05-18 20:14:22.517526
8753559,13004639,Private room,,Brighton,14,5.0,2,1.0,50.0,1.0,42.350742,-71.169953,2016-05-18 20:13:41.378528
4603588,4195134,Entire home/apt,,Back Bay,3,4.0,3,1.0,175.0,21.0,42.355177,-71.078865,2016-05-18 20:13:27.136175
7475215,22348222,Entire home/apt,,Back Bay,4,5.0,2,0.0,150.0,7.0,42.350973,-71.081445,2016-05-18 20:13:17.179676
7693354,28184994,Private room,,Dorchester,74,4.5,2,1.0,60.0,1.0,42.312676,-71.053716,2016-05-18 20:13:06.833265
7933149,814298,Private room,,South Boston,14,4.5,2,1.0,118.0,2.0,42.343049,-71.055666,2016-05-18 20:12:39.582562
8301926,43772222,Private room,,South End,6,5.0,2,1.0,89.0,2.0,42.343842,-71.070075,2016-05-18 20:12:31.795669
6776075,35473489,Entire home/apt,,Beacon Hill,1,,2,1.0,249.0,1.0,42.352811,-71.065282,2016-05-18 20:12:18.786124
13056011,72289468,Private room,,Allston,0,,2,1.0,40.0,1.0,42.353272,-71.137382,2016-05-18 20:11:33.114709
1886037,1587128,Entire home/apt,,Beacon Hill,1,,4,2.0,230.0,7.0,42.360561,-71.071406,2016-05-18 20:11:11.356277
8006992,2265368,Entire home/apt,,South End,4,5.0,3,1.0,225.0,4.0,42.338077,-71.075093,2016-05-18 20:10:00.783703
5639731,1444340,Entire home/apt,,South End,13,4.0,2,0.0,109.0,2.0,42.342424,-71.079096,2016-05-18 20:09:44.378254
6187208,21407622,Entire home/apt,,West End,12,5.0,4,1.0,225.0,2.0,42.361446,-71.068548,2016-05-18 20:09:31.125989
4183161,21702281,Entire home/apt,,Jamaica Plain,18,4.5,4,3.0,340.0,1.0,42.31997,-71.10298,2016-05-18 20:09:26.838637
11841986,12243051,Entire home/apt,,South End,0,,4,2.0,179.0,3.0,42.344731,-71.070908,2016-05-18 20:09:02.897699
9383758,38340020,Private room,,Allston,9,4.5,3,1.0,57.0,1.0,42.352815,-71.137165,2016-05-18 20:08:36.654096
5146451,9663343,Private room,,Roxbury,30,4.5,2,1.0,60.0,1.0,42.326309,-71.083187,2016-05-18 20:08:02.936621
7783953,32304279,Private room,,Allston,1,,1,1.0,143.0,7.0,42.359952,-71.128012,2016-05-18 20:07:45.235997
5153080,2594165,Private room,,South End,34,5.0,2,1.0,135.0,1.0,42.34163,-71.073886,2016-05-18 20:07:34.545639
8335210,30283594,Entire home/apt,,Fenway,1,,5,2.0,199.0,3.0,42.344723,-71.101748,2016-05-18 20:07:04.101873
12854555,67253528,Private room,,Mission Hill,0,,1,1.0,60.0,1.0,42.333079,-71.101098,2016-05-18 20:07:01.593917
12386020,64200298,Private room,,Roslindale,1,,2,1.0,75.0,1.0,42.29169,-71.131893,2016-05-18 20:06:51.272044
9614024,15730792,Entire home/apt,,Roxbury,0,,2,0.0,85.0,3.0,42.340223,-71.082981,2016-05-18 22:47:55.525918
7845607,38120441,Private room,,Jamaica Plain,1,,1,1.0,40.0,1.0,42.315798,-71.116963,2016-05-18 22:47:39.611801
67946,25188,Private room,,Fenway,1,,3,1.0,259.0,3.0,42.345009,-71.098724,2016-05-18 22:47:22.888428
7853971,814298,Entire home/apt,,South Boston,1,,4,1.0,148.0,2.0,42.343219,-71.057141,2016-05-18 22:46:46.407111
2846739,85770,Private room,,South End,86,4.0,1,1.0,125.0,1.0,42.346233,-71.073639,2016-05-18 22:46:42.810403
6480616,30666720,Entire home/apt,,East Boston,11,4.5,2,1.0,99.0,2.0,42.371669,-71.0356,2016-05-18 22:46:32.878300
6452246,14007443,Private room,,Chinatown,51,5.0,2,1.0,149.0,,42.349555,-71.061881,2016-05-18 22:45:05.188278
10671192,44392534,Entire home/apt,,South End,0,,2,1.0,180.0,1.0,42.339435,-71.080058,2016-05-18 22:44:47.994768
6050311,31397283,Private room,,Dorchester,44,4.5,2,1.0,66.0,2.0,42.311485,-71.065232,2016-05-18 22:44:01.355224
6453686,24732813,Entire home/apt,,Fenway,41,4.5,2,0.0,140.0,2.0,42.350601,-71.094751,2016-05-18 22:43:57.369306
1112193,6103425,Private room,,Dorchester,85,4.5,2,1.0,65.0,1.0,42.298876,-71.064891,2016-05-18 22:43:14.184388
12868351,45091583,Entire home/apt,,Back Bay,0,,3,1.0,225.0,3.0,42.351632,-71.080637,2016-05-18 22:43:07.037924
12245124,65908162,Entire home/apt,,Fenway,4,5.0,4,2.0,199.0,1.0,42.345074,-71.094303,2016-05-18 22:43:03.466109
10138904,51673899,Entire home/apt,,Beacon Hill,4,5.0,8,3.0,329.0,2.0,42.35642,-71.074008,2016-05-18 22:42:54.207584
6870366,13382900,Private room,,Longwood Medical Area,94,5.0,1,1.0,84.0,1.0,42.33902,-71.106641,2016-05-18 22:41:56.457135
8402408,44162105,Private room,,Roxbury,21,5.0,2,1.0,80.0,1.0,42.336742,-71.078778,2016-05-18 22:39:22.714722
8904297,46575567,Private room,,Mattapan,0,,4,1.0,115.0,2.0,42.270901,-71.07875,2016-05-18 22:38:42.383675
3068453,2356643,Entire home/apt,,Downtown,58,4.0,3,0.0,155.0,1.0,42.35188,-71.064181,2016-05-18 22:37:11.274157
2747654,2356643,Entire home/apt,,Beacon Hill,50,3.5,3,0.0,169.0,1.0,42.352597,-71.065219,2016-05-18 22:37:08.317382
10052037,30283594,Entire home/apt,,West End,0,,3,1.0,169.0,10.0,42.364802,-71.068655,2016-05-18 20:06:39.433160
6800522,18517776,Private room,,Roxbury,5,5.0,1,1.0,28.0,5.0,42.317187,-71.080994,2016-05-18 20:06:29.734310
8316068,43217109,Private room,,South End,5,5.0,2,1.0,105.0,2.0,42.336795,-71.076488,2016-05-18 20:06:21.122052
12157444,1034511,Entire home/apt,,South End,1,,2,1.0,227.0,1.0,42.338517,-71.071886,2016-05-18 20:05:56.086013
6298216,32750893,Entire home/apt,,Jamaica Plain,0,,6,3.0,299.0,1.0,42.319227,-71.108869,2016-05-18 20:05:40.452200
10148425,6562905,Entire home/apt,,Back Bay,0,,2,1.0,185.0,5.0,42.354285,-71.077374,2016-05-18 20:05:28.495489
8168982,30283594,Entire home/apt,,Fenway,0,,5,2.0,571.0,3.0,42.343945,-71.10024,2016-05-18 20:05:14.736477
6059968,5028116,Shared room,,Jamaica Plain,10,5.0,2,1.0,80.0,1.0,42.31359,-71.109115,2016-05-18 20:04:57.609791
9133627,22348222,Entire home/apt,,Beacon Hill,0,,2,0.0,150.0,7.0,42.35989,-71.064364,2016-05-18 20:04:53.393319
7003280,36057933,Entire home/apt,,South Boston,73,4.5,4,2.0,150.0,1.0,42.329982,-71.056171,2016-05-18 20:04:49.011340
10964552,56874023,Private room,,West Roxbury,19,4.5,2,1.0,45.0,1.0,42.273072,-71.146534,2016-05-18 20:04:42.280489
1612842,8573721,Entire home/apt,,Jamaica Plain,7,5.0,4,3.0,290.0,5.0,42.308262,-71.11066,2016-05-18 20:04:27.404658
9706279,7410606,Private room,,South End,1,,1,1.0,80.0,2.0,42.346354,-71.062203,2016-05-18 20:04:21.187913
5434353,9658771,Entire home/apt,,Roslindale,5,4.5,2,2.0,145.0,3.0,42.286265,-71.137065,2016-05-18 20:04:14.027071
12226965,7059074,Entire home/apt,,Roxbury,0,,5,1.0,400.0,1.0,42.33874,-71.080522,2016-05-18 20:04:10.998502
11710680,7744251,Entire home/apt,,South End,2,,4,2.0,229.0,2.0,42.34381,-71.069291,2016-05-18 20:03:52.528831
3182652,2555135,Entire home/apt,,Chinatown,5,4.5,5,2.0,350.0,1.0,42.350336,-71.062149,2016-05-18 20:03:24.543321
7630346,5618949,Entire home/apt,,Chinatown,34,4.5,4,0.0,189.0,,42.34884,-71.063839,2016-05-18 20:02:12.886260
916123,3637081,Entire home/apt,,North End,249,4.5,2,1.0,125.0,1.0,42.367223,-71.05736,2016-05-18 20:01:14.556064
5992501,1538079,Entire home/apt,,Back Bay,13,5.0,3,1.0,235.0,2.0,42.348896,-71.084147,2016-05-18 19:59:58.058495
2764624,6103425,Private room,,Dorchester,80,4.5,4,1.0,60.0,1.0,42.30301,-71.063549,2016-05-18 19:59:40.919384
5743939,9402135,Entire home/apt,,Beacon Hill,12,5.0,6,2.0,299.0,3.0,42.360146,-71.068661,2016-05-18 19:59:38.533445
11585331,21184200,Entire home/apt,,Back Bay,7,4.5,10,3.0,325.0,1.0,42.350108,-71.08613,2016-05-18 19:59:06.075251
7954808,12243051,Entire home/apt,,South End,16,5.0,4,2.0,249.0,2.0,42.345491,-71.062422,2016-05-18 19:58:40.405001
6838488,14785487,Entire home/apt,,Allston,1,,8,4.0,450.0,3.0,42.357695,-71.128695,2016-05-18 19:58:35.631760
1200502,6557340,Entire home/apt,,South End,25,4.0,2,1.0,165.0,2.0,42.338434,-71.076848,2016-05-18 19:58:32.519034
7239024,7988017,Private room,,Dorchester,35,5.0,2,1.0,110.0,1.0,42.292631,-71.05575,2016-05-18 19:58:29.403942
7984226,36050005,Entire home/apt,,North End,0,,2,0.0,250.0,1.0,42.363884,-71.057649,2016-05-18 19:58:19.071429
8973483,30383169,Private room,,Fenway,4,4.5,3,1.0,100.0,1.0,42.349047,-71.09415,2016-05-18 19:58:00.328593
1092093,26988,Entire home/apt,,Mission Hill,9,4.5,3,1.0,135.0,5.0,42.332854,-71.10115,2016-05-18 19:57:49.700565
973695,1760577,Entire home/apt,,Downtown,36,4.5,4,1.0,200.0,10.0,42.359291,-71.060863,2016-05-18 19:57:45.973910
3389896,17102895,Private room,,Dorchester,4,4.0,2,1.0,59.0,1.0,42.296405,-71.055407,2016-05-18 19:57:20.841962
13074124,71188385,Private room,,Fenway,0,,1,1.0,52.0,21.0,42.342618,-71.088289,2016-05-18 19:57:17.227117
4516065,9419684,Entire home/apt,,Back Bay,3,4.0,3,1.0,289.0,3.0,42.346554,-71.078203,2016-05-18 19:56:20.384306
4303606,21851356,Private room,,Downtown,41,5.0,2,1.0,189.0,2.0,42.351493,-71.065188,2016-05-18 19:55:46.216943
6677469,34949685,Entire home/apt,,Back Bay,16,5.0,4,2.0,245.0,2.0,42.345069,-71.07884,2016-05-18 19:55:07.604944
4089940,20857768,Entire home/apt,,North End,26,4.5,2,1.0,220.0,4.0,42.365956,-71.052682,2016-05-18 19:54:40.165575
8473033,15896838,Entire home/apt,,South End,9,4.5,3,1.0,175.0,1.0,42.337437,-71.073963,2016-05-18 19:54:36.927503
12678384,32532791,Entire home/apt,,South End,0,,2,0.0,165.0,2.0,42.344875,-71.072998,2016-05-18 19:54:33.514523
8552387,28880663,Entire home/apt,,Fenway,0,,4,1.0,225.0,1.0,42.351174,-71.08998,2016-05-18 19:54:23.437697
12088808,64576267,Private room,,Brighton,0,,1,1.0,100.0,1.0,42.347734,-71.15059,2016-05-18 19:53:58.529454
2795342,14299585,Private room,,Chinatown,172,5.0,2,1.0,109.0,1.0,42.350739,-71.059556,2016-05-18 19:53:52.027242
9027384,47123968,Entire home/apt,,Downtown,17,4.5,5,1.0,99.0,2.0,42.353837,-71.059162,2016-05-18 19:53:37.163989
2843445,3164508,Private room,,Roslindale,62,5.0,2,1.0,75.0,1.0,42.281946,-71.141022,2016-05-18 19:53:30.800743
228883,25188,Entire home/apt,,Fenway,4,4.5,5,2.0,329.0,3.0,42.343624,-71.097928,2016-05-18 19:52:58.992700
8789821,26956083,Private room,,Brighton,2,,2,1.0,89.0,1.0,42.360885,-71.141624,2016-05-18 19:52:44.661210
6780300,212445,Private room,,Roxbury,8,4.0,2,1.0,75.0,3.0,42.335882,-71.083103,2016-05-18 19:52:35.879239
8052617,21184200,Entire home/apt,,South Boston,40,4.5,6,2.0,175.0,1.0,42.339232,-71.047869,2016-05-18 19:52:32.172404
1059604,5291968,Entire home/apt,,East Boston,16,4.5,6,2.0,200.0,2.0,42.381495,-71.038706,2016-05-18 19:52:25.810445
8134231,93916,Entire home/apt,,East Boston,2,,6,2.0,300.0,1.0,42.374413,-71.033991,2016-05-18 19:52:02.198086
3419711,9189449,Private room,,Allston,39,4.5,2,1.0,70.0,1.0,42.349985,-71.142021,2016-05-18 19:50:47.527983
11255643,49194545,Private room,,Allston,15,4.5,2,1.0,70.0,1.0,42.351532,-71.125009,2016-05-18 19:49:36.532597
10656576,52081526,Entire home/apt,,South End,0,,4,1.0,190.0,,42.341938,-71.078737,2016-05-18 19:48:20.353209
2915595,14889768,Entire home/apt,,Fenway,44,5.0,2,1.0,199.0,2.0,42.34987,-71.098861,2016-05-18 19:48:02.180994
5684346,18494756,Entire home/apt,,Fenway,0,,3,1.0,155.0,1.0,42.343105,-71.088399,2016-05-18 19:47:49.776635
77681,416912,Private room,,Charlestown,19,4.0,2,1.0,160.0,2.0,42.378533,-71.061769,2016-05-18 19:46:48.154760
771309,239850,Private room,,Dorchester,1,,1,1.0,58.0,2.0,42.308053,-71.049664,2016-05-18 19:46:44.956771
12796808,31035017,Private room,,Roxbury,0,,1,1.0,105.0,1.0,42.328606,-71.09176,2016-05-18 19:46:06.113819
6677700,34950545,Entire home/apt,,South End,6,4.5,4,2.0,210.0,2.0,42.343626,-71.077443,2016-05-18 19:45:53.234815
4460532,11228809,Private room,,Roxbury,56,5.0,2,1.0,92.0,1.0,42.328213,-71.09265,2016-05-18 19:45:40.215668
9211948,14095697,Private room,,Roxbury,2,,2,1.0,85.0,1.0,42.335187,-71.076424,2016-05-18 19:45:34.533597
7916575,22348222,Entire home/apt,,South End,0,,2,0.0,150.0,7.0,42.345296,-71.077488,2016-05-18 19:45:30.875199
6676364,13382900,Private room,,Longwood Medical Area,115,5.0,1,1.0,84.0,1.0,42.338869,-71.1071,2016-05-18 19:45:26.657092
1868513,9419684,Entire home/apt,,South End,6,4.5,3,1.0,289.0,3.0,42.345295,-71.077962,2016-05-18 19:45:20.453146
3012529,2005394,Private room,,Brighton,152,4.5,2,1.0,75.0,1.0,42.345366,-71.139871,2016-05-18 19:45:16.232619
12047007,62149054,Shared room,,Brighton,3,4.5,2,1.0,75.0,1.0,42.347535,-71.156267,2016-05-18 19:45:02.452696
7823025,4595799,Private room,,Jamaica Plain,20,4.5,2,1.0,43.0,1.0,42.309701,-71.118334,2016-05-18 19:44:58.313489
8432166,19834500,Entire home/apt,,Downtown,0,,4,1.0,175.0,3.0,42.351337,-71.065562,2016-05-18 19:44:49.702328
5088560,21609039,Entire home/apt,,South End,29,5.0,4,2.0,550.0,,42.341445,-71.080511,2016-05-18 19:44:13.696169
5801643,30099169,Private room,,Jamaica Plain,25,4.0,2,1.0,46.0,2.0,42.290503,-71.116422,2016-05-18 19:44:10.165588
7904057,41662549,Private room,,South Boston,13,4.5,2,1.0,90.0,1.0,42.332666,-71.036385,2016-05-18 19:44:02.578750
12126299,115522,Entire home/apt,,Dorchester,0,,6,3.0,300.0,2.0,42.295383,-71.060279,2016-05-18 19:43:58.517071
491332,2357193,Entire home/apt,,Brighton,38,5.0,2,1.0,150.0,2.0,42.339397,-71.14626,2016-05-18 19:43:31.139211
7113260,962698,Private room,,Roxbury,13,5.0,2,1.0,88.0,1.0,42.326163,-71.097786,2016-05-18 19:43:21.522718
8090623,42726977,Private room,,Beacon Hill,17,5.0,2,1.0,199.0,1.0,42.357571,-71.072302,2016-05-18 19:43:14.481206
7480676,15501263,Private room,,Brighton,17,4.5,3,1.0,124.0,1.0,42.333691,-71.161141,2016-05-18 19:43:07.066424
5048406,26062958,Private room,,Dorchester,22,5.0,2,1.0,78.0,2.0,42.312611,-71.067098,2016-05-18 19:42:54.768918
5481243,28425476,Private room,,Charlestown,15,4.5,1,1.0,150.0,1.0,42.376495,-71.051725,2016-05-18 19:42:50.994269
2931165,11631886,Private room,,Mattapan,55,4.5,2,1.0,59.0,1.0,42.279504,-71.093775,2016-05-18 19:42:47.860137
1850260,9663343,Private room,,Roxbury,142,4.5,2,1.0,62.0,1.0,42.326108,-71.081813,2016-05-18 19:42:44.231898
3052958,15350423,Entire home/apt,,Back Bay,18,5.0,3,0.0,200.0,1.0,42.354048,-71.075235,2016-05-18 19:42:41.073196
5478135,13595892,Entire home/apt,,East Boston,3,5.0,4,2.0,190.0,2.0,42.383637,-71.0001,2016-05-18 19:42:28.070292
2837932,14517564,Entire home/apt,,Back Bay,0,,2,0.0,65.0,21.0,42.345003,-71.080106,2016-05-18 19:42:23.833008
7080514,9046262,Private room,,North End,1,,2,1.0,130.0,3.0,42.365707,-71.057708,2016-05-18 19:42:15.559962
7329849,21799545,Private room,,Beacon Hill,0,,1,1.0,200.0,25.0,42.360329,-71.069069,2016-05-18 19:42:13.287341
1264063,3003724,Entire home/apt,,Hyde Park,31,5.0,4,2.0,225.0,3.0,42.255529,-71.126703,2016-05-18 19:42:08.857442
12889938,70560456,Entire home/apt,,Back Bay,0,,1,1.0,95.0,1.0,42.353128,-71.084163,2016-05-18 19:42:04.179463
1433483,7523199,Private room,,Hyde Park,14,5.0,3,1.0,80.0,1.0,42.244563,-71.116479,2016-05-18 19:41:42.019159
9841140,32532791,Entire home/apt,,Downtown,5,5.0,6,2.0,375.0,,42.362884,-71.056535,2016-05-18 19:41:23.757223
12843196,66497629,Entire home/apt,,North End,0,,6,1.0,200.0,2.0,42.365431,-71.057351,2016-05-18 19:41:17.496504
6661480,25093280,Private room,,Allston,20,4.5,3,1.0,65.0,1.0,42.354054,-71.128911,2016-05-18 19:41:14.433657
2183117,11132354,Entire home/apt,,Allston,15,4.5,4,1.0,90.0,3.0,42.351589,-71.133466,2016-05-18 19:41:11.330277
7838961,25188,Entire home/apt,,Chinatown,0,,2,1.0,269.0,7.0,42.351064,-71.06188,2016-05-18 19:41:06.581030
10367015,26839308,Entire home/apt,,Allston,6,5.0,2,0.0,109.0,2.0,42.347626,-71.134542,2016-05-18 19:41:04.269789
7194793,9969381,Private room,,Back Bay,23,5.0,2,1.0,120.0,2.0,42.350472,-71.087479,2016-05-18 19:41:00.305511
1067184,848706,Private room,,Jamaica Plain,49,5.0,2,1.0,65.0,2.0,42.306333,-71.119025,2016-05-18 19:40:53.849699
12487320,50088514,Entire home/apt,,Allston,2,,6,3.0,228.0,1.0,42.364175,-71.129703,2016-05-18 19:40:38.573968
5174821,26766201,Private room,,Charlestown,47,4.5,2,1.0,110.0,1.0,42.380182,-71.068291,2016-05-18 19:40:32.183813
13060255,6950436,Entire home/apt,,South Boston,0,,6,2.0,260.0,1.0,42.328476,-71.053358,2016-05-18 19:40:21.189236
10353263,53285192,Private room,,Allston,1,,2,1.0,60.0,3.0,42.3522,-71.134427,2016-05-18 19:40:13.864062
10054046,30283594,Entire home/apt,,South Boston Waterfront,0,,3,1.0,169.0,3.0,42.351195,-71.047125,2016-05-18 19:40:10.069421
10591722,41777544,Entire home/apt,,Fenway,18,5.0,2,0.0,125.0,1.0,42.347348,-71.094623,2016-05-18 19:40:06.336827
12398005,20857768,Entire home/apt,,Back Bay,0,,2,1.0,175.0,4.0,42.351446,-71.078848,2016-05-18 19:40:03.431003
3905508,3381271,Entire home/apt,,Jamaica Plain,16,5.0,2,1.0,130.0,2.0,42.288018,-71.113679,2016-05-18 19:39:51.844166
3703674,9350281,Private room,,Jamaica Plain,2,,2,1.0,75.0,1.0,42.315275,-71.113316,2016-05-18 19:39:32.439684
10655144,41102014,Entire home/apt,,Back Bay,0,,4,2.0,132.0,1.0,42.349466,-71.091365,2016-05-18 19:39:28.664868
